,doi,name,description
652,10.1016/j.jcis.2021.04.076,Enhancing electrochemical performance of electrode material via combining defect and heterojunction engineering for supercapacitors,"The poor conductivity and deficient active sites of transition metal oxides lead to low energy density of supercapacitors, which limits their wide application. In this work, double transition metal ox"
653,10.1016/j.jcis.2019.02.019,"Nickel molybdate nanorods supported on three-dimensional, porous nickel film coated on copper wire as an advanced binder-free electrode for flexible wire-type asymmetric micro-supercapacitors with enhanced electrochemical performances","Wire-shaped micro-supercapacitors attracted extensive attentions in next-generation portable and wearable electronics, due to advantages of miniature size, lightweight and flexibility. Herein, NiMoO"
654,10.1021/acs.inorgchem.9b03005,Hollow-Structured Layered Double Hydroxide: Structure Evolution Induced by Gradient Composition,"The rational design of hollow-structured materials with high specific area, advanced mass transfer, and exposure of selected sites is of great significance in both fundamental scientific research and "
655,10.1016/j.jcis.2021.07.059,Mesoporous nanostructures of NiCo-LDH/ZnCo2O4 as an efficient electrocatalyst for oxygen evolution reaction,"Increasing energy demands for pollution-free and renewable energy technologies have stimulated intense research on the development of inexpensive, highly efficient, and stable non-noble metal electroc"
656,10.1021/acsami.5b02180,"Ternary Spinel MCo2O4 (M = Mn, Fe, Ni, and Zn) Porous Nanorods as Bifunctional Cathode Materials for Lithium–O2 Batteries",The development of Li-O2 battery electrocatalysts has been extensively explored recently. The Co3O4 oxide has attracted much attention because of its bifunctional activity and high abundance. In the p
657,10.1186/s11671-016-1693-1,Ultrafine MnO2 Nanowire Arrays Grown on Carbon Fibers for High-Performance Supercapacitors,"Large-area ultrafine MnO2 nanowire arrays (NWA) directly grew on a carbon fiber (CF, used as a substrate) by a simple electrochemical method, forming three-dimensional (3D) hierarchical heterostructur"
658,10.1039/c9nr03784e,A high-performance asymmetric supercapacitor electrode based on a three-dimensional ZnMoO 4 /CoO nanohybrid on nickel foam,A two-step hydrothermal route was employed to fabricate a ZnMoO4/CoO nanohybrid supported on Ni foam. The ZnMoO4/CoO nanohybrid shows a three-dimensional criss-crossed structure.
659,10.1016/j.jcis.2021.05.060,Insight into electrocatalytic activity and mechanism of bimetal niobium-based oxides in situ embedded into biomass-derived porous carbon skeleton nanohybrids for photovoltaics and alkaline hydrogen evolution,"Developing highly-efficient multifunctional electrocatalysts for energy conversion devices is of great importance. A sequence of nano-sized bimetal (Al, Cr, Fe) niobium oxide nanoparticles anchored on"
660,10.1016/j.jcis.2021.04.023,Augmenting the electrochemical performance of NiMn2O4 by doping of transition metal ions and compositing with rGO,The transition metal ions (TMIs) such as Co2+ and Zn2+ doped NiMn2O4 (NMO)/rGO nanocomposite synthesized by facile sol-gel method was used for the fabricati
661,10.1088/0957-4484/25/43/435403,One-step synthesis of free-standing α-Ni(OH)2 nanosheets on reduced graphene oxide for high-performance supercapacitors,"In this work, a hierarchical hybrid structure of reduced graphene oxide (rGO) supported ultrathin α-Ni(OH)2 nanosheets (denoted as α-Ni(OH)2@rGO NSs) has been developed successfully via an environment"
662,10.1021/nn401450s,Flexible Asymmetric Supercapacitors Based upon Co9S8 Nanorod//Co3O4@RuO2 Nanosheet Arrays on Carbon Cloth,We have successfully fabricated flexible asymmetric supercapacitors (ASCs) based on acicular Co9S8 nanorod arrays as positive materials and Co3O4@RuO2 nanosheet arrays as negative materials on woven c
663,10.1016/j.jcis.2015.12.057,Crystalline NiCo2S4 nanotube array coated with amorphous NiCoxSy for supercapacitor electrodes,Hierarchical NiCo2S4@NiCoxSy core/shell nanoarrays grown on carbon cloth were successfully synthesized via a two-step hydrothermal route and following an electrodeposition process. Compared with bare 
664,10.1021/acsnano.9b00688,Future Perspectives and Review on Organic Carbon Dots in Electronic Applications,"Over the span of the past decade, carbon dots (CDs) synthesized from renewable organic resources (organic CDs) have gathered a considerable amount of attention for their photoluminescent properties. T"
665,10.1016/j.cis.2022.102668,"Metal-organic frameworks as a good platform for the fabrication of multi-metal nanomaterials: design strategies, electrocatalytic applications and prospective","MOF-derived multi-metal nanomaterials are attracting numerous attentions in widespread applications such as catalysis, sensors, energy storage and conversion, and environmental remediation. Compared t"
666,10.1021/acsomega.0c04306,In Situ Synthesis of a Polyaniline/ Fe–Ni Codoped Co3O4 Composite for the Electrode Material of Supercapacitors with Improved Cyclic Stability,Conductive polymers have become a remarkable candidate for electrode materials of supercapacitors. Polyaniline (PANI) is the most promising contender for supercapacitors because of its easy method of 
667,10.1021/acsami.1c15824,Defect-Engineered NiCo‑S Composite as a Bifunctional Electrode for High-Performance Supercapacitor and Electrocatalysis,"Defect engineering is a reasonable solution to improve the surface properties and electronic structure of nanomaterials. However, how to introduce dual defects into nanomaterials by a simple way is st"
668,10.1016/j.jcis.2019.04.049,Facile synthesis of nickel-cobalt selenide nanoparticles as battery-type electrode for all-solid-state asymmetric supercapacitors,"Transition metal selenides attract extensive attentions in the aspect of electrochemical energy storage due to the good conductivity and significant electrochemical activity. Herein, we develop a faci"
669,10.1002/smll.201803716,"Interface‐Engineered Nickel Cobaltite Nanowires through NiO Atomic Layer Deposition and Nitrogen Plasma for High‐Energy, Long‐Cycle‐Life Foldable All‐Solid‐State Supercapacitors","The large-scale application of supercapacitors (SCs) for portable electronics is restricted by low energy density and cycling stability. To alleviate the limitations, a unique interface engineering st"
670,10.1088/1361-6528/ac3359,Flexible core/shelled PPy@PANI nanotube porous films for hybrid supercapacitors,"Flexibility of the films and the limited ion transport in the vertical direction of film highly restrict the development of flexible supercapacitors. Herein, we have developed hybrid porous films cons"
671,10.1039/c8ra04350g,Hydrothermal synthesis of flower-like molybdenum disulfide microspheres and their application in electrochemical supercapacitors,Three-dimensional flower-like molybdenum disulfide microspheres composed of nanosheets were prepared by a hydrothermal method using ammonium molybdate as the molybdenum source and thiourea as the sulf
672,10.1016/j.jcis.2022.03.056,Hierarchical NiCo-LDH core/shell homostructural electrodes with MOF-derived shell for electrochemical energy storage,"Constructing hierarchical structure is an effective strategy to boost the electrochemical performance of layered double hydroxide (LDH) materials, but the rational design of such delicate architecture"
673,10.1039/c9ra10472k,Organic template-based ZnO embedded Mn 3 O 4 nanoparticles: synthesis and evaluation of their electrochemical properties towards clean energy generation,"To deal with fossil fuel depletion and the rise in global temperatures caused by fossil fuels, cheap and abundant materials are required, in order to fulfill energy demand by developing high-performan"
674,10.1021/acsami.8b04540,Emerging Robust Heterostructure of MoS2–rGO for High-Performance Supercapacitors,The intermittent nature of renewable energy resources has led to a continuous mismatch between energy demand and supply. A possible solution to overcome this persistent problem is to design appropriat
675,10.1016/j.jcis.2022.04.076,Designing a carbon nanofiber-encapsulated iron carbide anode and nickel-cobalt sulfide-decorated carbon nanofiber cathode for high-performance supercapacitors.,"To meet the crucial demand for high-performance supercapacitors, much effort has been devoted to exploring electrode materials with nanostructures and electroactive chemical compositions. Herein, iron"
676,10.1016/j.jcis.2017.02.053,Three-dimensional porous ZnCo2O4 sheet array coated with Ni(OH)2 for high-performance asymmetric supercapacitor,Hierarchical ZnCo2O4@Ni(OH)2 sheet composite structures on Ni foam were rationally designed and successfully synthesized. The ZnCo2O4 micro-sheet
677,10.1016/j.colsurfb.2019.110500,Nanorods to hexagonal nanosheets of CuO-doped manganese oxide nanostructures for higher electrochemical supercapacitor performance,"In this work, the extraordinary properties of CuO addition on the morphology and supercapacitive performance of Mn2O3 electrodes were demonstrated. Concisely, CuO/Mn2O"
678,10.1016/j.jcis.2019.02.054,Flexible symmetric supercapacitor with ultrahigh energy density based on NiS/MoS2@N-rGO hybrids electrode,A new type of 3D NiS/MoS2@N-doped reduced graphene oxide (NiS/MoS2@N-rGO) hybrid composite is presented and its super-capacitive performance is studied. NiS/MoS2@N-rGO
679,10.1088/1361-6528/ab51c6,Electronegativity principles in metal oxides based supercapacitors,"To meet growing demands for energy consumptions in modern society, it is necessary to develop different energy sources. Renewable energy such as wind and solar sources are intermittent, therefore, ene"
680,10.1016/j.jcis.2019.11.052,Synthesis of amorphous cobalt silicate nanobelts@manganese silicate core–shell structures as enhanced electrode for high-performance hybrid supercapacitors,"Among diverse transition metal silicates (TMSs), cobalt silicate (Co2SiO4) and manganese silicate (MnSiO3) have been diffusely developed for electrode materials due to"
681,10.1088/1361-6528/ac39c7,NiCo2S4 nanosheets decorated on nitrogen-doped hollow carbon nanospheres as advanced electrodes for high-performance asymmetric supercapacitors,"Taking advantage of both Faradaic and carbonaceous materials is an efficient way to synthesize composite electrodes with enhanced performance for supercapacitors. In this study, NiCo2S"
682,10.1039/c6cp00709k,Current transient and in situ AFM studies of initial growth stages of electrochemically deposited nickel cobalt hydroxide nanosheet films,Current transient evolution and in situ electrochemical AFM were used to study the initial stages of growth of electrochemically deposited nickel cobalt hydroxide films for energy storage applications
683,10.1021/acsami.7b02175,Hierarchical NiCo2O4 Micro- and Nanostructures with Tunable Morphologies as Anode Materials for Lithium- and Sodium-Ion Batteries,"NiCo2O4 microrods with open structures are successfully synthesized using a solvothermal method. Compared with those of dense microspheres, the one-dimensional (1D) porous micror"
